state,locality_type,household_size,income_bracket,e-literacy_level,total_devices_owned,avg_device_age_years,broken_devices_stored,upgrade_tendency,disposal_method,recycling_awareness,ewaste_kg_per_year
Odisha,Urban,3,Upper-Middle,Intermediate,17,3.2,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,10.33
Kerala,Rural,3,Upper-Middle,Basic,10,4.7,0,Medium,Thrown in General Trash,Low,2.36
Odisha,Urban,5,Middle,Intermediate,11,3.9,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.85
Punjab,Rural,6,Middle,Basic,9,5.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.24
Maharashtra,Urban,7,Low,Basic,8,7.7,1,Low,Formal E-Waste Collection,Low,0.0
Rajasthan,Rural,5,Middle,Basic,9,5.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.77
Tamil Nadu,Rural,3,Upper-Middle,Basic,9,5.3,0,Medium,Gave away for reuse,Low,2.1
Uttar Pradesh,Urban,4,High,Advanced,33,2.2,1,High,Thrown in General Trash,High,30.13
West Bengal,Urban,7,Low,Basic,10,6.4,2,Low,Thrown in General Trash,Low,0.0
Andhra Pradesh,Urban,6,Middle,Basic,14,5.0,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.41
Gujarat,Rural,7,Low,Basic,5,8.1,1,Low,Gave away for reuse,Low,0.0
Punjab,Rural,7,Low,Basic,7,7.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Rajasthan,Urban,6,Low,Basic,11,6.7,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Urban,6,Middle,Basic,9,5.0,2,Medium,Sold to Kabadiwala/Scrap Dealer,Low,0.51
Madhya Pradesh,Rural,6,Middle,Basic,10,5.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.27
Haryana,Urban,8,Low,Basic,5,7.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Rural,6,Middle,Basic,10,6.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.84
Jharkhand,Urban,4,Upper-Middle,Basic,13,2.7,1,High,Sold to Kabadiwala/Scrap Dealer,Medium,7.53
Tamil Nadu,Urban,6,Low,Basic,10,6.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.11
Gujarat,Urban,8,Low,Basic,5,5.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Andhra Pradesh,Rural,8,Low,Basic,4,7.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,6,Middle,Basic,6,5.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Madhya Pradesh,Rural,5,Upper-Middle,Basic,8,5.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.86
Tamil Nadu,Urban,8,Low,Basic,6,7.3,1,Low,Thrown in General Trash,Low,0.0
Andhra Pradesh,Rural,5,Middle,Basic,8,6.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.9
Bihar,Rural,5,Middle,Basic,7,5.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.74
Punjab,Urban,7,Low,Basic,5,7.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Rural,4,Upper-Middle,Basic,10,5.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.59
Delhi,Urban,7,Low,Basic,8,7.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Urban,4,Middle,Intermediate,9,4.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.71
Tamil Nadu,Urban,7,Low,Basic,7,7.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Urban,6,Low,Basic,8,7.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Rural,5,Low,Basic,4,7.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.31
Odisha,Urban,4,High,Advanced,18,3.0,0,High,Gave away for reuse,High,8.53
Kerala,Urban,6,Middle,Intermediate,15,4.3,2,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.37
Maharashtra,Rural,4,Middle,Basic,4,6.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.34
Odisha,Urban,4,Upper-Middle,Intermediate,14,3.5,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,8.21
Maharashtra,Urban,4,Middle,Basic,15,4.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.88
Kerala,Rural,5,Middle,Basic,8,6.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.88
Karnataka,Rural,4,Middle,Basic,9,5.5,0,Low,Thrown in General Trash,Low,1.17
Punjab,Urban,6,Middle,Basic,9,4.4,2,Medium,Sold to Kabadiwala/Scrap Dealer,Low,0.69
Haryana,Urban,4,Middle,Intermediate,13,3.8,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.91
Rajasthan,Urban,6,Middle,Intermediate,12,4.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.13
Madhya Pradesh,Rural,5,Low,Basic,6,9.1,1,Low,Formal E-Waste Collection,Low,0.0
Andhra Pradesh,Urban,8,Low,Basic,8,7.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Madhya Pradesh,Rural,4,Upper-Middle,Basic,10,4.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.92
Kerala,Urban,4,Middle,Basic,15,3.6,1,Medium,Thrown in General Trash,Low,3.36
West Bengal,Urban,5,Low,Basic,11,6.2,1,Low,Gave away for reuse,Low,0.34
Karnataka,Urban,5,Low,Basic,9,5.4,0,Low,Gave away for reuse,Low,1.08
Delhi,Rural,5,Upper-Middle,Basic,15,5.5,0,Medium,Thrown in General Trash,Low,3.74
Odisha,Urban,4,Middle,Intermediate,14,5.1,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.87
Telangana,Urban,5,Middle,Basic,8,3.8,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.68
Delhi,Urban,8,Low,Basic,10,7.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.16
Bihar,Rural,6,Low,Basic,6,7.2,1,Low,Thrown in General Trash,Low,0.0
Uttar Pradesh,Rural,6,Middle,Basic,8,6.6,0,Low,Gave away for reuse,Low,0.69
Telangana,Urban,6,Middle,Advanced,10,4.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.41
Karnataka,Urban,5,Low,Basic,10,8.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.69
Tamil Nadu,Urban,5,Low,Basic,11,5.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.56
Karnataka,Urban,4,Middle,Basic,9,4.3,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.35
Kerala,Urban,8,Low,Basic,5,7.8,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Rural,8,Low,Basic,6,8.2,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Rural,4,Middle,Basic,12,5.8,0,Low,Gave away for reuse,Low,1.35
Rajasthan,Rural,5,Middle,Basic,7,6.9,0,Low,Stored Indefinitely,Low,0.0
Odisha,Rural,5,Middle,Basic,7,6.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Rural,7,Low,Basic,4,8.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,5,Upper-Middle,Basic,8,4.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.05
Telangana,Urban,5,Low,Basic,8,6.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Urban,6,Middle,Basic,14,5.3,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.56
Delhi,Urban,6,Low,Basic,10,5.5,1,Low,Formal E-Waste Collection,Low,0.32
Telangana,Rural,5,Middle,Basic,5,6.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.47
Uttar Pradesh,Urban,5,Low,Basic,5,7.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.39
Kerala,Urban,3,Upper-Middle,Advanced,18,3.5,0,Medium,Stored Indefinitely,Medium,0.0
Kerala,Urban,8,Low,Basic,11,6.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Urban,5,Low,Basic,7,6.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.59
Delhi,Urban,5,Middle,Intermediate,13,4.7,1,Medium,Thrown in General Trash,Low,2.76
Karnataka,Rural,5,Upper-Middle,Basic,11,5.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.45
Uttar Pradesh,Urban,4,Middle,Basic,8,3.8,0,Medium,Gave away for reuse,Low,2.35
Odisha,Urban,3,Upper-Middle,Advanced,16,3.2,0,Medium,Stored Indefinitely,Medium,0.0
Delhi,Urban,5,Middle,Intermediate,9,5.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.55
Haryana,Urban,5,Low,Basic,11,5.7,0,Low,Thrown in General Trash,Low,1.39
Madhya Pradesh,Urban,6,Middle,Intermediate,14,3.7,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.26
Haryana,Rural,8,Low,Basic,7,6.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.62
Jharkhand,Urban,5,Middle,Basic,10,4.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.14
West Bengal,Urban,6,Middle,Basic,8,4.3,2,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,0.6
Haryana,Rural,6,Middle,Basic,7,6.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,5,Middle,Basic,7,6.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.67
Maharashtra,Urban,8,Low,Basic,7,7.2,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Bihar,Rural,5,Middle,Basic,9,7.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.06
Maharashtra,Urban,8,Low,Basic,9,6.8,1,Low,Stored Indefinitely,Low,0.0
Rajasthan,Urban,8,Low,Basic,6,8.0,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Madhya Pradesh,Urban,5,Upper-Middle,Advanced,18,3.2,0,High,Thrown in General Trash,Low,10.84
Uttar Pradesh,Urban,7,Low,Basic,8,5.8,1,Low,Thrown in General Trash,Low,0.13
Gujarat,Urban,8,Low,Basic,8,5.5,0,Low,Gave away for reuse,Low,1.09
Madhya Pradesh,Urban,3,Upper-Middle,Advanced,15,3.0,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,9.5
Andhra Pradesh,Urban,6,Low,Basic,9,7.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.84
Bihar,Urban,4,Upper-Middle,Advanced,15,3.2,0,High,Gave away for reuse,High,6.98
Andhra Pradesh,Urban,6,Middle,Intermediate,12,4.0,1,Medium,Stored Indefinitely,Medium,0.0
Delhi,Rural,6,Low,Basic,4,7.2,0,Low,Thrown in General Trash,Low,0.38
Haryana,Rural,7,Low,Basic,8,8.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.66
Bihar,Urban,7,Low,Basic,5,6.0,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Urban,4,High,Advanced,18,1.5,0,High,Stored Indefinitely,Medium,0.0
Telangana,Urban,7,Low,Basic,11,5.2,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
West Bengal,Urban,5,Middle,Basic,12,4.8,1,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.38
Odisha,Urban,3,Upper-Middle,Advanced,21,3.1,0,High,Sold to Kabadiwala/Scrap Dealer,Low,13.2
Tamil Nadu,Urban,5,Middle,Intermediate,10,5.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,1.8
Bihar,Rural,8,Low,Basic,5,7.3,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Urban,4,Middle,Basic,14,5.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.56
Jharkhand,Urban,8,Low,Basic,7,5.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Urban,5,Middle,Intermediate,11,4.9,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.55
Haryana,Urban,6,Middle,Basic,9,4.5,0,Medium,Stored Indefinitely,Medium,0.0
Gujarat,Urban,5,Middle,Basic,12,3.6,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.49
Punjab,Urban,8,Low,Basic,8,5.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.1
Uttar Pradesh,Rural,6,Low,Basic,7,6.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.63
West Bengal,Urban,7,Low,Basic,6,7.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.59
Gujarat,Urban,5,Low,Basic,7,6.8,0,Low,Gave away for reuse,Low,0.59
Andhra Pradesh,Urban,5,Middle,Basic,8,4.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.74
Odisha,Urban,6,Low,Basic,11,5.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.57
Tamil Nadu,Urban,5,Low,Basic,9,5.6,0,Low,Thrown in General Trash,Low,1.0
Uttar Pradesh,Urban,5,Low,Basic,8,6.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.8
Gujarat,Urban,6,Middle,Basic,12,5.1,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.11
Delhi,Urban,8,Low,Basic,9,5.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.21
Tamil Nadu,Rural,7,Low,Basic,4,9.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Urban,5,Upper-Middle,Intermediate,18,3.9,0,High,Gave away for reuse,High,8.88
Haryana,Urban,6,Middle,Basic,11,4.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.23
Uttar Pradesh,Urban,6,Low,Basic,5,6.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.42
Jharkhand,Urban,5,Low,Basic,8,7.1,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Haryana,Rural,4,Middle,Basic,9,5.5,0,Low,Thrown in General Trash,Low,0.98
Jharkhand,Rural,6,Low,Basic,4,9.4,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Urban,4,Middle,Basic,8,4.0,1,Medium,Sold to Kabadiwala/Scrap Dealer,High,1.33
Rajasthan,Rural,4,Upper-Middle,Basic,10,4.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.5
Haryana,Urban,8,Low,Basic,5,7.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.46
Andhra Pradesh,Rural,6,Middle,Basic,8,7.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Rural,5,Middle,Basic,7,6.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.61
Delhi,Rural,5,Middle,Basic,8,6.7,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Urban,4,Middle,Basic,10,5.3,0,Medium,Thrown in General Trash,Low,1.66
Rajasthan,Rural,8,Low,Basic,4,7.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Urban,5,Middle,Basic,15,4.3,0,Medium,Gave away for reuse,Medium,3.17
Karnataka,Urban,4,Middle,Advanced,9,3.8,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,2.28
Uttar Pradesh,Rural,6,Low,Basic,6,7.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.51
Odisha,Rural,5,Middle,Basic,8,6.6,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.01
Punjab,Urban,5,Upper-Middle,Intermediate,20,2.6,1,Medium,Stored Indefinitely,Medium,0.0
Bihar,Urban,6,Middle,Intermediate,8,5.4,2,Medium,Sold to Kabadiwala/Scrap Dealer,Low,0.15
West Bengal,Rural,8,Low,Basic,6,7.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.63
Gujarat,Urban,4,Middle,Advanced,10,5.1,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.71
Maharashtra,Urban,7,Low,Basic,11,6.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.25
Telangana,Rural,4,Middle,Basic,7,6.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.6
West Bengal,Urban,6,Low,Basic,10,6.0,1,Low,Stored Indefinitely,Low,0.0
Telangana,Urban,6,Middle,Intermediate,12,5.1,2,Medium,Formal E-Waste Collection,Medium,1.04
Karnataka,Urban,6,Low,Basic,9,6.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.96
Jharkhand,Urban,6,Middle,Intermediate,14,5.1,1,Medium,Thrown in General Trash,Medium,2.41
Tamil Nadu,Urban,6,Middle,Basic,9,4.5,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.43
Kerala,Urban,2,High,Advanced,33,2.8,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,18.68
Kerala,Rural,5,Low,Basic,4,7.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.33
Jharkhand,Urban,6,Low,Basic,11,6.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Punjab,Rural,8,Low,Basic,4,8.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.3
Kerala,Rural,7,Low,Basic,4,8.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.24
Bihar,Urban,6,Middle,Intermediate,14,3.6,0,Medium,Stored Indefinitely,Medium,0.0
Odisha,Urban,5,Low,Basic,6,7.7,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.48
Maharashtra,Urban,5,Low,Basic,8,7.3,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Karnataka,Urban,8,Low,Basic,8,5.3,3,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Rural,5,Upper-Middle,Basic,12,4.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.56
Odisha,Urban,3,Upper-Middle,Intermediate,17,4.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,High,4.93
Tamil Nadu,Urban,6,Middle,Intermediate,8,4.5,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.13
Punjab,Rural,5,Middle,Basic,8,5.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.12
Karnataka,Rural,7,Low,Basic,8,8.0,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Andhra Pradesh,Urban,8,Low,Basic,8,5.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.96
Odisha,Urban,6,Low,Basic,11,5.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Rural,6,Middle,Basic,8,6.6,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Tamil Nadu,Urban,6,Middle,Intermediate,8,5.4,2,Medium,Formal E-Waste Collection,Low,0.14
Uttar Pradesh,Rural,2,High,Basic,24,3.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,8.84
Odisha,Urban,6,Middle,Basic,15,4.0,1,Medium,Gave away for reuse,Low,3.53
West Bengal,Urban,3,High,Advanced,22,2.2,0,High,Thrown in General Trash,Medium,15.97
Maharashtra,Rural,7,Low,Basic,4,8.2,0,Low,Gave away for reuse,Low,0.37
Tamil Nadu,Rural,3,Upper-Middle,Basic,16,4.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.88
Madhya Pradesh,Rural,6,Middle,Basic,9,6.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.9
West Bengal,Urban,3,Upper-Middle,Intermediate,21,3.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,8.24
Madhya Pradesh,Urban,4,Middle,Basic,15,5.0,1,Medium,Sold to Kabadiwala/Scrap Dealer,High,2.87
Delhi,Rural,5,Low,Basic,5,9.1,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.32
Telangana,Urban,6,Middle,Basic,15,4.0,2,Medium,Sold to Kabadiwala/Scrap Dealer,Medium,3.16
Bihar,Urban,5,Upper-Middle,Intermediate,19,3.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,High,5.8
West Bengal,Urban,4,Middle,Basic,9,5.2,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.16
Karnataka,Urban,3,Upper-Middle,Intermediate,14,3.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,High,4.85
Telangana,Urban,5,Middle,Intermediate,10,5.4,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.98
Karnataka,Urban,4,Middle,Intermediate,8,4.0,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.33
Haryana,Rural,3,Upper-Middle,Basic,17,4.7,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,4.78
Odisha,Urban,5,Middle,Intermediate,13,5.2,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.03
Uttar Pradesh,Urban,6,Middle,Advanced,13,4.1,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.3
Bihar,Urban,5,Low,Basic,7,5.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.04
Tamil Nadu,Urban,6,Low,Basic,7,6.5,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Urban,6,Low,Basic,10,7.1,0,Low,Thrown in General Trash,Low,0.92
Haryana,Urban,4,Middle,Intermediate,12,4.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,2.69
Punjab,Rural,3,High,Basic,26,4.3,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,7.72
Andhra Pradesh,Rural,5,Middle,Basic,4,6.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.39
Rajasthan,Urban,6,Middle,Intermediate,10,3.9,1,Medium,Thrown in General Trash,Medium,2.04
Maharashtra,Rural,5,Upper-Middle,Basic,15,4.2,1,Medium,Thrown in General Trash,Low,3.16
Odisha,Urban,8,Low,Basic,10,7.2,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.64
Karnataka,Urban,4,Middle,Intermediate,13,5.2,0,Medium,Formal E-Waste Collection,Low,2.55
Gujarat,Urban,6,Low,Basic,6,7.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.47
West Bengal,Urban,4,Middle,Basic,8,4.1,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.03
Andhra Pradesh,Urban,4,Middle,Basic,8,4.8,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.77
Rajasthan,Urban,6,Middle,Basic,14,3.7,1,Medium,Gave away for reuse,Low,3.56
Odisha,Urban,7,Low,Basic,5,7.6,2,Low,Thrown in General Trash,Low,0.0
Maharashtra,Urban,7,Low,Basic,8,7.9,0,Low,Thrown in General Trash,Low,0.86
Haryana,Urban,5,Low,Basic,5,7.7,1,Low,Thrown in General Trash,Low,0.0
Odisha,Urban,5,Low,Basic,10,7.6,0,Low,Gave away for reuse,Low,1.0
Uttar Pradesh,Urban,5,Low,Basic,11,5.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,1.36
Kerala,Rural,7,Low,Basic,8,9.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.65
Telangana,Urban,6,Low,Basic,8,5.9,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Jharkhand,Urban,5,Middle,Intermediate,9,4.4,1,Medium,Formal E-Waste Collection,Medium,1.24
Bihar,Rural,5,Low,Basic,4,8.9,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.3
Punjab,Urban,5,Middle,Intermediate,9,4.5,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.75
Tamil Nadu,Urban,7,Low,Basic,6,7.4,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Uttar Pradesh,Rural,5,Middle,Basic,5,6.9,0,Low,Gave away for reuse,Low,0.52
Maharashtra,Urban,7,Low,Basic,7,7.3,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Maharashtra,Rural,7,Low,Basic,4,8.0,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Kerala,Urban,5,Middle,Basic,9,4.5,1,Medium,Thrown in General Trash,Medium,1.13
Kerala,Rural,8,Low,Basic,4,8.3,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.33
Madhya Pradesh,Rural,5,Low,Basic,7,8.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
West Bengal,Urban,7,Low,Basic,7,7.4,2,Low,Stored Indefinitely,Low,0.0
West Bengal,Rural,6,Low,Basic,7,8.7,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Urban,7,Low,Basic,10,6.5,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.15
Gujarat,Rural,4,Middle,Basic,10,6.6,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.93
Delhi,Rural,5,Low,Basic,4,8.0,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.26
Punjab,Urban,6,Low,Basic,5,5.2,2,Low,Gave away for reuse,Low,0.0
Rajasthan,Rural,5,Low,Basic,4,8.8,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Telangana,Rural,6,Low,Basic,4,8.4,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.27
Maharashtra,Urban,5,Upper-Middle,Advanced,18,3.5,1,Medium,Formal E-Waste Collection,Medium,3.72
Telangana,Rural,5,Low,Basic,4,6.5,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.38
West Bengal,Urban,5,Middle,Intermediate,9,5.4,1,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.05
Maharashtra,Urban,4,Middle,Intermediate,15,4.4,0,Medium,Formal E-Waste Collection,Medium,4.11
Odisha,Urban,3,Upper-Middle,Intermediate,13,3.9,0,Medium,Gave away for reuse,Medium,2.92
Rajasthan,Urban,5,Upper-Middle,Advanced,19,2.6,0,Medium,Stored Indefinitely,Low,0.0
Maharashtra,Urban,4,Middle,Basic,14,4.1,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,3.86
Jharkhand,Urban,5,Low,Basic,8,5.5,0,Low,Formal E-Waste Collection,Low,0.76
Punjab,Rural,8,Low,Basic,4,7.3,3,Low,Formal E-Waste Collection,Low,0.0
Madhya Pradesh,Urban,8,Low,Basic,5,6.8,0,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.52
Andhra Pradesh,Urban,6,Middle,Intermediate,8,4.6,0,Medium,Sold to Kabadiwala/Scrap Dealer,Low,1.94
Punjab,Urban,3,High,Advanced,24,2.6,0,High,Sold to Kabadiwala/Scrap Dealer,High,15.62
Jharkhand,Rural,8,Low,Basic,4,9.4,2,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Odisha,Rural,5,Low,Basic,4,7.9,1,Low,Sold to Kabadiwala/Scrap Dealer,Low,0.0
Delhi,Urban,4,High,Advanced,25,2.6,0,High,Sold to Kabadiwala/Scrap Dealer,Low,18.35
Madhya Pradesh,Urban,3,Upper-Middle,Intermediate,13,3.3,0,High,Sold to Kabadiwala/Scrap Dealer,Medium,7.51
Jharkhand,Rural,3,Upper-Middle,Basic,16,4.6,0,Medium,Thrown in General Trash,Low,3.27
